disco_code,disco_official_name,disco_raw_label,tariff_class,tariff_class_raw,service_band,mdclass,tariff_ngn_per_kwh,unit,period_start,period_end,period_label_raw,period_position,is_current_period,order_number,order_number_raw,order_effective_date,order_effective_date_raw,order_signed_date,signing_date_raw,signing_date_status,website_publication_date,vat_treatment,extraction_method,validation_status,source_anomaly,source_file,source_page,source_table_label,source_row_label,source_column_index
IE,Ikeja Electric Plc,IE,A - MD2,A – MD2,A,MD2,206.80,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,2
IE,Ikeja Electric Plc,IE,A - MD2,A – MD2,A,MD2,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,3
IE,Ikeja Electric Plc,IE,A - MD2 Special,A – MD2 Special,A,MD2_SPECIAL,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2 Special,1
IE,Ikeja Electric Plc,IE,A - MD2 Special,A – MD2 Special,A,MD2_SPECIAL,206.80,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2 Special,2
IE,Ikeja Electric Plc,IE,A - MD2 Special,A – MD2 Special,A,MD2_SPECIAL,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2 Special,3
IE,Ikeja Electric Plc,IE,B - Non-MD,B – Non-MD,B,NON_MD,62.48,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – Non-MD,1
IE,Ikeja Electric Plc,IE,B - Non-MD,B – Non-MD,B,NON_MD,62.48,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – Non-MD,2
IE,Ikeja Electric Plc,IE,B - Non-MD,B – Non-MD,B,NON_MD,62.48,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – Non-MD,3
IE,Ikeja Electric Plc,IE,B - MD1,B – MD1,B,MD1,63.17,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD1,1
IE,Ikeja Electric Plc,IE,B - MD1,B – MD1,B,MD1,63.17,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD1,2
IE,Ikeja Electric Plc,IE,B - MD1,B – MD1,B,MD1,63.17,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD1,3
IE,Ikeja Electric Plc,IE,B - MD2,B – MD2,B,MD2,69.75,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD2,1
IE,Ikeja Electric Plc,IE,B - MD2,B – MD2,B,MD2,69.75,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD2,2
IE,Ikeja Electric Plc,IE,B - MD2,B – MD2,B,MD2,69.75,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD2,3
IE,Ikeja Electric Plc,IE,C - Non-MD,C – Non-MD,C,NON_MD,45.80,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – Non-MD,1
IE,Ikeja Electric Plc,IE,C - Non-MD,C – Non-MD,C,NON_MD,45.80,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – Non-MD,2
IE,Ikeja Electric Plc,IE,C - Non-MD,C – Non-MD,C,NON_MD,45.80,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – Non-MD,3
IE,Ikeja Electric Plc,IE,C - MD1,C – MD1,C,MD1,50.03,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD1,1
IE,Ikeja Electric Plc,IE,C - MD1,C – MD1,C,MD1,50.03,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD1,2
IE,Ikeja Electric Plc,IE,C - MD1,C – MD1,C,MD1,50.03,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD1,3
IE,Ikeja Electric Plc,IE,C - MD2,C – MD2,C,MD2,53.41,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,1
IE,Ikeja Electric Plc,IE,C - MD2,C – MD2,C,MD2,53.41,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,2
IE,Ikeja Electric Plc,IE,C - MD2,C – MD2,C,MD2,53.41,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,3
IE,Ikeja Electric Plc,IE,D - Non-MD,D – Non-MD,D,NON_MD,31.24,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D – Non-MD,1
IE,Ikeja Electric Plc,IE,D - Non-MD,D – Non-MD,D,NON_MD,31.24,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D – Non-MD,2
IE,Ikeja Electric Plc,IE,D - Non-MD,D – Non-MD,D,NON_MD,31.24,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D – Non-MD,3
IE,Ikeja Electric Plc,IE,D - MD1,D – MD1,D,MD1,45.29,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D – MD1,1
IE,Ikeja Electric Plc,IE,D - MD1,D – MD1,D,MD1,45.29,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D – MD1,2
IE,Ikeja Electric Plc,IE,D - MD1,D – MD1,D,MD1,45.29,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D – MD1,3
IE,Ikeja Electric Plc,IE,D - MD2,D - MD2,D,MD2,45.29,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D - MD2,1
IE,Ikeja Electric Plc,IE,D - MD2,D - MD2,D,MD2,45.29,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D - MD2,2
IE,Ikeja Electric Plc,IE,D - MD2,D - MD2,D,MD2,45.29,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,D - MD2,3
IE,Ikeja Electric Plc,IE,E - Non-MD,E – Non-MD,E,NON_MD,31.24,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – Non-MD,1
IE,Ikeja Electric Plc,IE,E - Non-MD,E – Non-MD,E,NON_MD,31.24,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – Non-MD,2
IE,Ikeja Electric Plc,IE,E - Non-MD,E – Non-MD,E,NON_MD,31.24,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – Non-MD,3
IE,Ikeja Electric Plc,IE,E - MD1,E – MD1,E,MD1,45.29,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD1,1
IE,Ikeja Electric Plc,IE,E - MD1,E – MD1,E,MD1,45.29,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD1,2
IE,Ikeja Electric Plc,IE,E - MD1,E – MD1,E,MD1,45.29,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD1,3
IE,Ikeja Electric Plc,IE,E - MD2,E – MD2,E,MD2,45.29,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD2,1
IE,Ikeja Electric Plc,IE,E - MD2,E – MD2,E,MD2,45.29,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD2,2
IE,Ikeja Electric Plc,IE,E - MD2,E – MD2,E,MD2,45.29,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/064,ORDER/NERC/2025/064,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,IE_July_2025_064.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD2,3
JED,Jos Electricity Distribution Plc,JED,Life-line,Life-line,LIFELINE,NON_MD,4.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,Life-line,1
JED,Jos Electricity Distribution Plc,JED,Life-line,Life-line,LIFELINE,NON_MD,4.00,NGN per kWh,2024-05-01,2024-06-30,May - Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,Life-line,2
JED,Jos Electricity Distribution Plc,JED,Life-line,Life-line,LIFELINE,NON_MD,4.00,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,Life-line,3
JED,Jos Electricity Distribution Plc,JED,A - Non-MD,A – Non-MD,A,NON_MD,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – Non-MD,1
JED,Jos Electricity Distribution Plc,JED,A - Non-MD,A – Non-MD,A,NON_MD,206.80,NGN per kWh,2024-05-01,2024-06-30,May - Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – Non-MD,2
JED,Jos Electricity Distribution Plc,JED,A - Non-MD,A – Non-MD,A,NON_MD,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – Non-MD,3
JED,Jos Electricity Distribution Plc,JED,A - MD1,A – MD1,A,MD1,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD1,1
JED,Jos Electricity Distribution Plc,JED,A - MD1,A – MD1,A,MD1,206.80,NGN per kWh,2024-05-01,2024-06-30,May - Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD1,2
JED,Jos Electricity Distribution Plc,JED,A - MD1,A – MD1,A,MD1,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD1,3
JED,Jos Electricity Distribution Plc,JED,A - MD2,A – MD2,A,MD2,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,1
JED,Jos Electricity Distribution Plc,JED,A - MD2,A – MD2,A,MD2,206.80,NGN per kWh,2024-05-01,2024-06-30,May - Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,2
JED,Jos Electricity Distribution Plc,JED,A - MD2,A – MD2,A,MD2,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/065,ORDER/NERC/2025/065,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,JED_July_2025_065.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,3
